sample_num,speciesS,initialAs,N_EMS_11,time_to_infectious,time_to_symptoms,time_to_hospitalization,time_to_critical,time_to_death,time_to_detection,time_to_detection_As,time_to_detection_Sym,time_to_detection_Sys,recovery_time_asymp,recovery_time_mild,recovery_time_hosp,recovery_time_crit,fraction_symptomatic,fraction_severe,fraction_critical,cfr,reduced_inf_of_det_cases,d_Sys,d_As,d_P,d_Sys_incr1,d_Sys_incr2,d_Sys_incr3,d_Sys_incr4,d_Sys_incr5,d_Sys_incr6,d_Sys_incr7,fraction_critical_incr1,fraction_critical_incr2,fraction_critical_incr3,ki_multiplier_3a_EMS_11,ki_multiplier_3b_EMS_11,ki_multiplier_3c_EMS_11,ki_multiplier_4_EMS_11,ki_multiplier_5_EMS_11,ki_multiplier_time_4_EMS_11,ki_multiplier_time_5_EMS_11,ki_multiplier_6_EMS_11,ki_multiplier_7_EMS_11,ki_multiplier_time_6_EMS_11,ki_multiplier_time_7_EMS_11,ki_multiplier_8_EMS_11,ki_multiplier_time_8_EMS_11,d_Sym_EMS_11,d_Sym_change1_EMS_11,d_Sym_change2_EMS_11,d_Sym_change3_EMS_11,d_Sym_change4_EMS_11,d_Sym_change5_EMS_11,reopening_multiplier_4_EMS_11,d_Sym_ct1_EMS_11,Ki_EMS_11,time_infection_import_EMS_11,trigger_EMS_11,d_Sym_ct1,change_testDelay_As_1,change_testDelay_Sym_1,reduced_inf_of_det_cases_ct1,trigger_delay_days,initialAs_EMS_11,speciesS_EMS_11,Ki,startdate,ki_multiplier_time_3a,ki_multiplier_time_3b,ki_multiplier_time_3c,socialDistance_rollback_time,gradual_reopening_time1,gradual_reopening_time2,gradual_reopening_time3,gradual_reopening_time4,today,detection_time_1,detection_time_2,detection_time_3,detection_time_4,detection_time_5,detection_time_6,detection_time_7,crit_time_1,crit_time_2,crit_time_3,d_Sym_change_time_1,d_Sym_change_time_2,d_Sym_change_time_3,d_Sym_change_time_4,d_Sym_change_time_5,contact_tracing_start_1,contact_tracing_stop1,change_testDelay_time1,cfr_time_1,cfr_time_2,fraction_dead,fraction_hospitalized,scen_num,capacity_multiplier
140,12830632,10,2716921,3.945584313,2.845349553,5.424994532,4.475893462,4.984056688,2,3.278724641,7,2,7.121118668,9,4.703680726,8.800893656,0.53003328,0.081216648,0.236681369,0.021721862,0.117905187,0.011354114,0,0,0.041899757,0.168354526,0.274812448,0.387491152,0.47982006,0.683541083,0.883832603,0.139070444,0.094428395,0.071783713,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001279283,0.013548645,0.077972478,0.11769619,0.169501706,0.12033009,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.267455783,0.495862848,141,0
141,12830632,10,2716921,3.809800268,2.915985585,3.204380084,5.699498601,4.394933818,2,1.359456484,7,2,7.422051196,9,4.981568678,8.317055371,0.589503005,0.097931674,0.287212017,0.015537596,0.176570616,0.000298574,0,0,0.03698534,0.104795958,0.325008141,0.379364955,0.489111814,0.617536392,0.908462958,0.151372908,0.092412412,0.064320163,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00604809,0.073584997,0.066902755,0.161328022,0.234222649,0.189602567,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.158657514,0.55413047,142,0
142,12830632,10,2716921,4.095986005,2.91898427,4.248664593,4.338458407,4.696380763,2,5.843668384,7,2,7.978901938,9,4.215912192,8.023982839,0.565179788,0.079051206,0.202334888,0.027758608,0.096568854,0.001912422,0,0,0.04037922,0.168591368,0.315787323,0.390886814,0.541030059,0.616281524,0.909710581,0.180325016,0.072685734,0.058803581,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005521858,0.07591132,0.075062479,0.139298674,0.171464522,0.19377478,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.351147184,0.446517928,143,0
143,12830632,10,2716921,4.311272407,2.738313182,5.228241576,5.576494413,4.92626208,2,1.321932609,7,2,8.396068755,9,5.920693736,9.413423031,0.638399204,0.084509534,0.291610514,0.019031878,0.205375241,0.009081522,0,0,0.073352849,0.130648354,0.236313246,0.396885111,0.489870745,0.706165696,0.808340509,0.158678338,0.09366468,0.053859651,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003523683,0.073797369,0.070623216,0.112041961,0.215281883,0.219931893,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.225203911,0.483185575,144,0
144,12830632,10,2716921,3.921992256,3.136601668,4.838863686,5.930173468,4.850418381,2,3.379842093,7,2,7.014907095,9,4.686889227,9.605241193,0.54325807,0.073191995,0.249991241,0.024012803,0.110356054,0.011178326,0,0,0.080442531,0.126618011,0.242098208,0.425642694,0.55818656,0.743475545,0.830014915,0.158817063,0.101172887,0.050792608,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005449871,0.07839099,0.077742806,0.113039858,0.13337888,0.130198807,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.328079641,0.421929118,145,0
145,12830632,10,2716921,4.069351568,3.450598364,3.13926958,5.193062913,5.954386243,2,4.133664452,7,2,9.009231741,9,4.841749118,9.760259568,0.617477384,0.09396586,0.297753538,0.01118222,0.25872482,0.010002229,0,0,0.061031713,0.186282009,0.197297646,0.370797126,0.468149449,0.761221745,0.898913288,0.210092375,0.109421926,0.057229296,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004008546,0.043291566,0.05684715,0.159832127,0.134780267,0.139408773,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.119003003,0.583243458,146,0
146,12830632,10,2716921,3.966423564,2.7128008,4.146705549,4.788700258,5.853185426,2,1.393442576,7,2,7.75371147,9,5.505439489,9.929101115,0.655145108,0.076452436,0.210595254,0.015037188,0.275212059,0.002903136,0,0,0.06364783,0.182762432,0.249596242,0.432364364,0.589252218,0.713041558,0.945899088,0.155031654,0.086502439,0.073995231,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003153092,0.075795239,0.068181525,0.177697793,0.279551432,0.149499284,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.196686835,0.59271791,147,0
147,12830632,10,2716921,4.181710456,2.880991179,5.38215306,5.279201152,5.674066774,2,2.834424439,7,2,7.5027935,9,4.766773937,8.795624935,0.604826763,0.074735702,0.282680796,0.017997576,0.20369219,0.006979673,0,0,0.067428453,0.124096194,0.222587526,0.380425219,0.48716978,0.67827719,0.99085105,0.223386649,0.080149115,0.081726765,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006246923,0.044962671,0.055327471,0.177833988,0.264681824,0.266106516,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.240816309,0.476502895,148,0
148,12830632,10,2716921,4.053667299,2.619707285,3.073903052,5.283788896,4.679394976,2,2.362718758,7,2,9.950283986,9,5.796405347,8.926792699,0.608997281,0.088023364,0.34410858,0.013647956,0.062949244,0.001890099,0,0,0.06101487,0.090212594,0.265685218,0.396120947,0.547135146,0.635373249,0.989373499,0.2047723,0.101571781,0.067503968,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000101977,0.062154734,0.068844008,0.190641334,0.126823473,0.115375541,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.155049243,0.500842177,149,0
149,12830632,10,2716921,4.38313089,2.94241847,4.241849012,5.760524347,5.231000339,2,3.820320796,7,2,9.438313018,9,4.552687919,9.26113435,0.591178523,0.063698227,0.262273965,0.012132732,0.056836116,0.018448695,0,0,0.047512481,0.094449174,0.286774638,0.417699767,0.57074868,0.726972517,0.87440167,0.147201304,0.078582081,0.061545257,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001065868,0.038083108,0.079583994,0.124893802,0.20271585,0.250430975,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.190472057,0.547253978,150,0
150,12830632,10,2716921,3.750908601,3.337943035,5.16754208,4.795942768,4.810703091,2,4.63111668,7,2,7.694290139,9,5.308659707,8.361121239,0.618850718,0.077087769,0.203411431,0.014070022,0.064533104,0.008975652,0,0,0.038274964,0.1004198,0.276706143,0.353864792,0.592235472,0.608841294,0.956155851,0.196978936,0.1176824,0.087840444,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003195313,0.065974852,0.06765781,0.176373106,0.169306631,0.314528842,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.182519515,0.614069054,151,0
151,12830632,10,2716921,3.662707806,2.485159226,5.70977618,4.716773003,5.112094518,2,1.147261161,7,2,8.816765519,9,5.227147733,9.0388429,0.573589484,0.089448421,0.236703242,0.014834243,0.29259886,0.014276443,0,0,0.077468889,0.090779177,0.227757541,0.418033275,0.458531727,0.603006657,0.921096842,0.211790328,0.119879806,0.055582002,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002602874,0.010456951,0.056035372,0.124679064,0.272024894,0.223343826,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.165841302,0.597455456,152,0
152,12830632,10,2716921,4.390423554,2.525136004,4.737469341,4.355971881,4.17162447,2,5.82259052,7,2,8.420970189,9,5.897278453,8.116287006,0.623192001,0.096073903,0.255817649,0.021957012,0.104303542,0.004769428,0,0,0.039864388,0.094236386,0.286636652,0.351753811,0.469760512,0.61953463,0.940760039,0.183357351,0.103610236,0.058841382,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002324852,0.020289785,0.075371807,0.130241906,0.119070747,0.30604109,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.228542939,0.515639412,153,0
153,12830632,10,2716921,4.380787444,2.546905989,5.989818387,4.76950444,4.860656718,2,4.517918773,7,2,7.007034677,9,5.32980882,8.682813856,0.551249986,0.070336027,0.347479335,0.029685674,0.02440493,0.011910639,0,0,0.05680479,0.176474226,0.218255092,0.415786787,0.474572906,0.728813713,0.98003284,0.149549064,0.114930623,0.062288402,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001230667,0.03336607,0.087912116,0.107325219,0.155836414,0.341532663,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.422055032,0.230465634,154,0
154,12830632,10,2716921,4.01923256,2.525082674,4.093500874,4.685102553,5.058078811,2,2.076516429,7,2,7.883467026,9,5.76002571,9.258503983,0.529318202,0.080308172,0.279250973,0.018461367,0.271366174,0.000894873,0,0,0.052934076,0.14331884,0.25770671,0.404255281,0.585981117,0.781489498,0.870414109,0.141119941,0.083069108,0.074032601,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003175267,0.076807894,0.059696675,0.112227162,0.234058475,0.153384088,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.229881554,0.490867473,155,0
155,12830632,10,2716921,4.36331263,2.893240835,3.189298665,5.597200877,5.526837452,2,3.001177795,7,2,7.505402974,9,4.12789918,9.378270851,0.604302739,0.075956239,0.258567045,0.020248333,0.012292946,0.016676982,0,0,0.071853072,0.140296459,0.276544492,0.34472716,0.533744207,0.739078526,0.932719724,0.144570709,0.076144553,0.067638393,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009967156,0.060645139,0.055427333,0.194676599,0.167006258,0.278921794,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.266578933,0.474854022,156,0
156,12830632,10,2716921,3.518686231,3.241008767,5.866302536,5.204088674,4.67165621,2,5.197081037,7,2,7.39613566,9,5.883167018,8.35312551,0.58180429,0.084260406,0.262707559,0.02039893,0.055309383,0.007973392,0,0,0.067080512,0.145355786,0.226391703,0.376074065,0.470249933,0.652614172,0.906014588,0.218998339,0.099393331,0.089243229,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002926605,0.055960293,0.085494744,0.149942837,0.249499778,0.368919515,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.242093894,0.495198547,157,0
157,12830632,10,2716921,3.628644352,3.247716056,3.532187399,4.819483952,5.203904684,2,4.601506754,7,2,8.281462624,9,5.256664073,8.998571864,0.559440228,0.07774212,0.253278664,0.013504162,0.214306128,0.012613342,0,0,0.075394084,0.12161209,0.249712122,0.342273924,0.48214789,0.788711571,0.867292722,0.161703037,0.098258174,0.058034184,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001058397,0.026254007,0.091458205,0.148464283,0.254400637,0.240120666,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.173704569,0.573016767,158,0
158,12830632,10,2716921,4.309000138,2.721149098,5.988214579,5.257710055,4.230573421,2,2.40190344,7,2,8.791516414,9,4.484144966,9.561984602,0.650267623,0.084842956,0.29981593,0.017257859,0.006654575,0.009893078,0,0,0.036739012,0.191564538,0.306650785,0.437119875,0.455706641,0.668546299,0.906824329,0.214352545,0.114694434,0.066709611,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006605687,0.016557621,0.075747102,0.163585661,0.201900138,0.300875975,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.203409451,0.496774619,159,0
159,12830632,10,2716921,4.459533165,3.267194002,5.378070615,5.322805925,5.397647611,2,4.444913976,7,2,9.109707061,9,4.538744593,8.952046924,0.623689374,0.070942196,0.215320367,0.026651643,0.287203734,0.008360145,0,0,0.049268732,0.167998469,0.200827038,0.415904307,0.452073627,0.75000485,0.95483719,0.223826271,0.091063853,0.056144081,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002488713,0.042110873,0.053934227,0.176202651,0.202910311,0.202769329,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.375681116,0.408998517,160,0
160,12830632,10,2716921,4.217774336,3.430836147,5.379381358,4.43824501,5.229876777,2,3.101138329,7,2,7.993004222,9,5.991791018,8.5181765,0.58192043,0.065370821,0.250619093,0.029489437,0.179114597,0.016589308,0,0,0.036442282,0.1123328,0.286471925,0.398350046,0.482682625,0.606449718,0.87955527,0.217342477,0.114435299,0.057857922,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009019433,0.031108812,0.099546973,0.150582164,0.244750382,0.379657587,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.451110092,0.298270814,161,0
161,12830632,10,2716921,3.97922727,2.62262998,4.843074275,4.575489364,4.74979423,2,3.930979282,7,2,7.506260742,9,5.842054998,8.529043917,0.506637278,0.083277833,0.349511746,0.02401929,0.209310425,0.001989717,0,0,0.066434945,0.188616378,0.218747343,0.383802627,0.498243262,0.625771189,0.923712379,0.168673802,0.073516877,0.064336984,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001991637,0.064463797,0.083040845,0.134833697,0.254236835,0.124972991,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.288423567,0.362064687,162,0
162,12830632,10,2716921,4.38663479,3.204286252,5.751301615,5.919447692,4.461022841,2,5.26366579,7,2,9.964251768,9,5.820216836,8.044396847,0.542700214,0.06591667,0.235622655,0.011132257,0.222642075,0.004048012,0,0,0.051439232,0.122359804,0.212534096,0.443083392,0.548080282,0.77978775,0.932981606,0.132039603,0.114158996,0.083092203,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000367192,0.06185598,0.06146347,0.174100203,0.261534793,0.294771522,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.168883782,0.595493562,163,0
163,12830632,10,2716921,3.692377034,3.428113521,4.764107078,4.088418483,4.776755368,2,2.813170506,7,2,9.391721141,9,5.848042069,8.025132915,0.597742578,0.07241893,0.320388252,0.010453056,0.221626139,0.008408725,0,0,0.070389822,0.143697499,0.243044797,0.396576356,0.569153014,0.711035357,0.893939237,0.161496021,0.078661452,0.051422511,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003351802,0.019006523,0.057950049,0.134982496,0.197689297,0.251788376,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.144341488,0.53527026,164,0
164,12830632,10,2716921,4.455448661,2.427338845,4.950597714,4.118066925,4.12213102,2,5.020088488,7,2,7.858324147,9,4.238588696,8.976060241,0.691872857,0.077095938,0.215165227,0.018381087,0.234133245,0.007673038,0,0,0.046674094,0.165654453,0.215517282,0.363859326,0.545792592,0.748321683,0.991703331,0.220803355,0.082805449,0.084700476,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004408255,0.014208781,0.07339773,0.145313565,0.196278979,0.127239631,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.238418356,0.546416417,165,0
165,12830632,10,2716921,3.979931481,3.439304243,3.405423293,5.301220987,4.915013848,2,4.692840504,7,2,7.380489357,9,4.55168736,9.513030647,0.540117564,0.096845151,0.306351871,0.028092621,0.037353895,0.007342497,0,0,0.034994425,0.124682613,0.260746766,0.422442663,0.475066759,0.628971184,0.825903428,0.141864278,0.075964115,0.053879042,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00108378,0.076970069,0.089148124,0.195890458,0.184389638,0.126862372,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.290077724,0.403570405,166,0
166,12830632,10,2716921,3.870052756,2.689973052,3.284423018,4.045503849,5.533447615,2,5.225164477,7,2,9.406959066,9,4.860450727,9.356964549,0.630693211,0.066517477,0.234922028,0.02844982,0.218981455,0.018312703,0,0,0.031604776,0.158928049,0.232344153,0.402217366,0.53426517,0.753941467,0.995344494,0.152025187,0.089711072,0.084472434,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000220405,0.023127948,0.05306999,0.17428777,0.29952218,0.143150302,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.427704435,0.337373537,167,0
167,12830632,10,2716921,3.719504284,2.618606726,4.640179927,5.904259029,4.065307061,2,5.831873144,7,2,8.382305404,9,5.812170029,9.724890431,0.581166801,0.076082194,0.291443047,0.016005737,0.120278036,0.003026073,0,0,0.083210017,0.14491293,0.325754077,0.372855892,0.507430277,0.622295293,0.980827638,0.204826803,0.097450873,0.078975023,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004215025,0.057996187,0.072208245,0.185160096,0.242219836,0.212558179,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.21037429,0.498182663,168,0
168,12830632,10,2716921,3.492911358,2.40498248,5.846470156,5.570100764,5.622111606,2,1.721470112,7,2,9.639393836,9,4.389715702,9.424437471,0.630765735,0.077541451,0.224635334,0.024042765,0.061965761,0.007352015,0,0,0.059109072,0.11722226,0.257728269,0.382650122,0.561514939,0.790653169,0.902575606,0.20445001,0.112985656,0.059110184,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004359228,0.058074534,0.099992501,0.155014576,0.285526983,0.368295964,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.310063383,0.465301282,169,0
169,12830632,10,2716921,4.013915283,2.944569783,4.350850772,4.452772174,4.873618224,2,1.597185086,7,2,9.933791997,9,4.359510095,9.358042448,0.620511558,0.085011892,0.260082297,0.025024481,0.232191968,0.011055228,0,0,0.054281461,0.189540714,0.235245522,0.346598477,0.450753284,0.755000595,0.817739016,0.148189652,0.117333078,0.089624561,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006497133,0.057435003,0.053281549,0.19295846,0.283639234,0.160264259,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.294364482,0.445553221,170,0
170,12830632,10,2716921,4.002784837,3.35976732,4.258665685,5.733514908,5.940770568,2,4.247275419,7,2,8.67277568,9,4.860421535,9.64692341,0.699494203,0.073067774,0.326201513,0.011863944,0.074664391,0.007988034,0,0,0.070911632,0.177825319,0.270501792,0.446600201,0.579109489,0.671536072,0.82082586,0.220736847,0.077754237,0.053546033,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008427204,0.060428994,0.097603536,0.189114783,0.277435186,0.319757888,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.162369038,0.511429449,171,0
171,12830632,10,2716921,3.997554433,2.979161162,4.515357161,4.501684394,5.683195942,2,5.808509736,7,2,8.252128704,9,4.06704558,8.035055371,0.579894077,0.074569912,0.302616082,0.021887513,0.292324761,0.002508591,0,0,0.035397352,0.101908289,0.246595099,0.337040677,0.557358877,0.792680804,0.941110439,0.164034502,0.113121087,0.075016323,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006809485,0.05314705,0.099039712,0.124572883,0.257661335,0.104998336,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.293516686,0.403867232,172,0
172,12830632,10,2716921,3.424851336,2.611794412,3.067241525,4.333360514,4.838960783,2,2.474009887,7,2,8.898525033,9,5.525081765,8.878756673,0.600863818,0.074049674,0.313181204,0.024677323,0.281993601,0.003579213,0,0,0.051277604,0.148061516,0.283399316,0.432713346,0.544339311,0.704050427,0.805682196,0.215794061,0.116812324,0.059571079,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000695959,0.034455449,0.089726154,0.132614474,0.279439608,0.239041146,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.33325364,0.353565156,173,0
